SMILES,receptor,docking score
[H]c1nc(-c2cc3c([nH]c4ccccc43)c(-c3cc4c([nH]c5ccccc54)c(-c4ccc(C)cc4Br)n3)n2)cc2c1[nH]c1ccccc12,5ht1b,-12.4
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(-c3nc(-c4ccccc4C)cc4c3[nH]c3ccccc34)n2)n1,5ht1b,-16.4
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3cc(-c4cc5c([nH]c6ccccc65)c(-c5nc([H])cc6c5[nH]c5ccccc56)n4)ccc3o2)n1,5ht1b,-11.1
[H]c1nc(-c2cc3c([nH]c4ccccc43)c(-n3c(-c4cc5c([nH]c6ccccc65)c([H])n4)cc4sccc43)n2)cc2c1[nH]c1ccccc12,5ht1b,-14.3
[H]C(=O)C(Cc1nc([H])cc2c1[nH]c1ccccc12)=NC(=O)c1nc(C2CCc3ccc([H])cc3C2C[H])cc2c1[nH]c1ccccc12,5ht1b,-13.5
[H]c1nc(-c2cc3c([nH]c4ccccc43)c(-c3cc4c([nH]c5ccccc54)c(-c4ccc5c(C)c([H])c(=O)oc5c4)n3)n2)cc2c1[nH]c1ccccc12,5ht1b,-10.1
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(C(=O)Sc3cc4c([nH]c5ccccc54)c([H])n3)n2)n1,5ht1b,-13.4
[H]=Cc1ccc(O)c(-c2nc(-c3cc4c([nH]c5ccccc54)c(-c4nc([H])cc5c4[nH]c4ccccc45)n3)cc3c2[nH]c2ccccc23)c1,5ht1b,-12.4
[H]c1nc(-c2cc3c([nH]c4ccccc43)c(-c3c(N)n(-c4cc5c([nH]c6ccccc65)c([H])n4)c(=O)[nH]c3=O)n2)cc2c1[nH]c1ccccc12,5ht1b,-6.7
[H]c1cc2c([nH]c3ccccc32)c(C2N3C(=O)C(c4nc(-c5cc6c([nH]c7ccccc76)c([H])n5)cc5c4[nH]c4ccccc45)C3SC2(C)C)n1,5ht1b,-9.5
[H]C(Cc1cc2c([nH]c3ccccc32)c(-c2nc([H])cc3c2[nH]c2ccccc23)n1)C(O)c1nc([H])cc2c1[nH]c1ccccc12,5ht1b,-13.6
[H]C(CC(=O)O)c1cc2c([nH]c3ccccc32)c(-c2nc(-c3nc([H])cc4c3[nH]c3ccccc34)cc3c2[nH]c2ccccc23)n1,5ht1b,-13.5
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(-c3nc(C4CCCNC4)cc4c3[nH]c3ccccc34)n2)n1,5ht1b,-15.6
[H]c1nc(-c2nc(-c3nc(-c4cc5ccccc5n4C)cc4c3[nH]c3ccccc34)cc3c2[nH]c2ccccc23)cc2c1[nH]c1ccccc12,5ht1b,-14.2
[H]c1nc(-c2cc3c([nH]c4ccccc43)c(-c3nc(-c4c(C)cc(=N)[nH]c4C)cc4c3[nH]c3ccccc34)n2)cc2c1[nH]c1ccccc12,5ht1b,-16
[H]=C(Sc1nc([H])cc2c1[nH]c1ccccc12)C(=O)c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c([H])n2)n1,5ht1b,-13.5
[H]c1nc(-c2ccc3nc(-c4nc(-c5cc6c([nH]c7ccccc76)c([H])n5)cc5c4[nH]c4ccccc45)cn3c2)cc2c1[nH]c1ccccc12,5ht1b,-9
[H]c1cc2c([nH]c3ccccc32)c(-c2nc(-c3nc(-c4ccc5[nH]cnc5c4)cc4c3[nH]c3ccccc34)cc3c2[nH]c2ccccc23)n1,5ht1b,-13.9
[H]c1cc2c([nH]c3ccccc32)c(-c2c(C=CC(O)=NO)ccc([H])c2[H])n1,5ht1b,-10.5
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(-c3ccc(-c4nc([H])cc5c4[nH]c4ccccc45)[nH]3)n2)n1,5ht1b,-14.3
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(-c3nc(-c4c(F)cccc4Cl)cc4c3[nH]c3ccccc34)n2)n1,5ht1b,-16.8
[H]c1nc(-c2cc3c([nH]c4ccccc43)c(-c3cc4c([nH]c5ccccc54)c(C4CCCN5CCCCC45)n3)n2)cc2c1[nH]c1ccccc12,5ht1b,-8.5
[H]n1cc(C(CC(=O)O)c2cc3c([nH]c4ccccc43)c(-c3cc4c([nH]c5ccccc54)c([H])n3)n2)c(=O)c2ccccc21,5ht1b,-13.2
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(-c3cc4c([nH]c5ccccc54)c(-n4cnc5ccccc54)n3)n2)n1,5ht1b,-14.9
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(-c3nc(-c4sc(C)c(C)c4[H])cc4c3[nH]c3ccccc34)n2)n1,5ht1b,-14.6
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(-c3cc(-c4nc([H])cc5c4[nH]c4ccccc45)c(O)c4ccccc34)n2)n1,5ht1b,-15.5
[H]c1nc(-c2cc3c([nH]c4ccccc43)c(-c3cc4c([nH]c5ccccc54)c(CC4=NC(=O)NC4=O)n3)n2)cc2c1[nH]c1ccccc12,5ht1b,-12.9
[H]c1nc(-c2cc3c([nH]c4ccccc43)c(-c3cc4c([nH]c5ccccc54)c(C4CC(C)(C)NC(C)(C)C4)n3)n2)cc2c1[nH]c1ccccc12,5ht1b,-9.3
[H]c1cc2c([nH]c3ccccc32)c(-c2ccc(-c3cc4c([nH]c5ccccc54)c(-c4cc5c([nH]c6ccccc65)c([H])n4)n3)c([H])c2)n1,5ht1b,-9.9
[H]c1nc(-c2cc3c([nH]c4ccccc43)c(-c3nc(C4CCNC4)cc4c3[nH]c3ccccc34)n2)cc2c1[nH]c1ccccc12,5ht1b,-13.8
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(-c3cc4c([nH]c5ccccc54)c(-c4ccc(C)s4)n3)n2)n1,5ht1b,-14
[H]c1nc(-c2cc3c([nH]c4ccccc43)c(-c3nc(-c4cnc5ccccn45)cc4c3[nH]c3ccccc34)n2)cc2c1[nH]c1ccccc12,5ht1b,-16.2
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(-c3ccc4oc(-c5cc6c([nH]c7ccccc76)c([H])n5)c(C)c4c3)n2)n1,5ht1b,-8.2
[H]C(C#N)c1nc(-c2cc3c([nH]c4ccccc43)c(-c3nc([H])cc4c3[nH]c3ccccc34)n2)cc2c1[nH]c1ccccc12,5ht1b,-13.5
[H]c1nc(C2(C#N)CCN(C(C(=O)O)C(C)C)CC2)cc2c1[nH]c1ccccc12,5ht1b,-9.4
[H]c1nc(-c2cc3c([nH]c4ccccc43)c(-c3cc4c([nH]c5ccccc54)c(-c4nn(C)cc4[H])n3)n2)cc2c1[nH]c1ccccc12,5ht1b,-11.1
[H]c1nc(-c2cc3c([nH]c4ccccc43)c(-n3nc([H])c4c(-c5coc(O)c5)cccc43)n2)cc2c1[nH]c1ccccc12,5ht1b,-10.8
[H]S(=O)(=O)c1ccc(-c2nc(-c3cc4c([nH]c5ccccc54)c(-c4cc5c([nH]c6ccccc65)c([H])n4)n3)cc3c2[nH]c2ccccc23)c(Cl)c1,5ht1b,-9.2
[H]c1cc2c([nH]c3ccccc32)c(-c2nc(C3CCC4C3OCCN4c3cc4c([nH]c5ccccc54)c([H])n3)cc3c2[nH]c2ccccc23)n1,5ht1b,-9
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(-c3cc4c([nH]c5ccccc54)c(-c4ccc(N=C(N)N)cc4)n3)n2)n1,5ht1b,-13.5
[H]c1cc2c([nH]c3ccccc32)c(-c2nc(-c3cc4c([nH]c5ccccc54)c(-c4ccc(C5=NCCN5)cc4)n3)cc3c2[nH]c2ccccc23)n1,5ht1b,-9.7
[H]c1cc2c([nH]c3ccccc32)c(-c2nc(-c3nc(-n4c(C)ccc4C)cc4c3[nH]c3ccccc34)cc3c2[nH]c2ccccc23)n1,5ht1b,-15.5
[H]c1nc(-c2nc(-c3nc(-c4cc5ccccc5n4C)cc4c3[nH]c3ccccc34)cc3c2[nH]c2ccccc23)cc2c1[nH]c1ccccc12,5ht1b,-14.4
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(-c3nc(-c4cnc(C)cn4)cc4c3[nH]c3ccccc34)n2)n1,5ht1b,-14.9
[H]c1cc2c([nH]c3ccccc32)c(-c2nc(-c3c(Cl)cnn(-c4cc5c([nH]c6ccccc65)c([H])n4)c3=O)cc3c2[nH]c2ccccc23)n1,5ht1b,-9.4
[H]c1nc(-c2cc3c([nH]c4ccccc43)c(-c3cc4c([nH]c5ccccc54)c(-c4ccccc4O)n3)n2)cc2c1[nH]c1ccccc12,5ht1b,-11.6
[H]c1oc2ccc(-c3cc4c([nH]c5ccccc54)c(OC(F)F)n3)cc2c1-c1cc2c([nH]c3ccccc32)c([H])n1,5ht1b,-13.4
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(-c3cc([H])c(F)cc3-c3cc4c([nH]c5ccccc54)c([H])n3)n2)n1,5ht1b,-14.4
[H]c1nc(-c2nc(-c3nc(-c4c[nH]c5ccc(Br)cc45)cc4c3[nH]c3ccccc34)cc3c2[nH]c2ccccc23)cc2c1[nH]c1ccccc12,5ht1b,-15.5
[H]c1cc2c([nH]c3ccccc32)c(-c2cnc3c(c2)CCCN3CCCC)n1,5ht1b,-10.2
[H]c1nc(-c2cc3c([nH]c4ccccc43)c(-c3cc4c(cc3-c3cc5c([nH]c6ccccc65)c([H])n3)OCO4)n2)cc2c1[nH]c1ccccc12,5ht1b,-15
[H]c1nc(-c2nc(-c3cc4c([nH]c5ccccc54)c(-c4ccc(C)cn4)n3)cc3c2[nH]c2ccccc23)cc2c1[nH]c1ccccc12,5ht1b,-8.9
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(-c3nc(-c4[nH]c5ccc(Cl)cc5c4[H])cc4c3[nH]c3ccccc34)n2)n1,5ht1b,-15.1
[H]c1cc2c([nH]c3ccccc32)c(-c2nc(-c3nc(-c4cc(Cl)ccc4C)cc4c3[nH]c3ccccc34)cc3c2[nH]c2ccccc23)n1,5ht1b,-15.1
[H]c1cc2c([nH]c3ccccc32)c(N2CCCC3(CCN(C(C)C(N)=O)CC3)C2)n1,5ht1b,-10.3
[H]c1nc(-c2cc(O)cc(-c3cc4c([nH]c5ccccc54)c(-c4cc5c([nH]c6ccccc65)c([H])n4)n3)c2)cc2c1[nH]c1ccccc12,5ht1b,-14.8
[H]c1cc2c([nH]c3ccccc32)c(-c2nc(-c3nc(-c4nnn(C)n4)cc4c3[nH]c3ccccc34)cc3c2[nH]c2ccccc23)n1,5ht1b,-13.1
[H]c1nc(-c2nc(-c3nc(-c4ccc(S(=O)(=O)N=c5ccc(F)c[nH]5)cc4C#N)cc4c3[nH]c3ccccc34)cc3c2[nH]c2ccccc23)cc2c1[nH]c1ccccc12,5ht1b,-9.6
[H]CCCCN1CCC(C)(c2cc3c([nH]c4ccccc43)c([H])n2)C1,5ht1b,-8.8
[H]c1nc(-c2ccc3c(c2)CCC(C)N3CC(F)(F)F)cc2c1[nH]c1ccccc12,5ht1b,-11.3
[H]c1nc(N2CCC3(CC2)C(=O)NCN3CCCl)cc2c1[nH]c1ccccc12,5ht1b,-9.3
[H]c1cc(-c2cc3c([nH]c4ccccc43)c([H])n2)n2nc(-c3cc4c([nH]c5ccccc54)c(-c4cc5c([nH]c6ccccc65)c([H])n4)n3)cc2n1,5ht1b,-12.1
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(-c3cc4c([nH]c5ccccc54)c(C(C)C(=O)O)n3)n2)n1,5ht1b,-12.2
[H]n1c(=NC(=O)c2cc3c([nH]c4ccccc43)c(-c3cc4c([nH]c5ccccc54)c(-c4nc([H])cc5c4[nH]c4ccccc45)n3)n2)[nH]c2ccccc21,5ht1b,-10.2
[H]c1nc(-c2cc3c([nH]c4ccccc43)c(-c3nc(-n4ccccc4=O)cc4c3[nH]c3ccccc34)n2)cc2c1[nH]c1ccccc12,5ht1b,-14.3
[H]c1cc2c([nH]c3ccccc32)c(-c2nc(-c3cc4c([nH]c5ccccc54)c(-c4csc(=NC(C)=O)[nH]4)n3)cc3c2[nH]c2ccccc23)n1,5ht1b,-9.4
[H]c1cc2c([nH]c3ccccc32)c(-c2c(-c3nc(-c4cc5c([nH]c6ccccc65)c([H])n4)cc4c3[nH]c3ccccc34)ccc([H])c2O)n1,5ht1b,-13.6
[H]c1nc(-c2ncc(C)c(-n3cc(-c4cc5c([nH]c6ccccc65)c([H])n4)c(=O)c4ccccc43)c2C)cc2c1[nH]c1ccccc12,5ht1b,-14.1
[H]c1nc(-c2cc3c([nH]c4ccccc43)c(-c3nc(-c4ccc(F)cc4F)cc4c3[nH]c3ccccc34)n2)cc2c1[nH]c1ccccc12,5ht1b,-15.6
[H]c1cc2c([nH]c3ccccc32)c(-c2nc(-c3cc4c([nH]c5ccccc54)c(CC(O)=NO)n3)cc3c2[nH]c2ccccc23)n1,5ht1b,-14.5
[H]N1CCc2ccc(-c3nc(-c4cc5c([nH]c6ccccc65)c(-c5cc6c([nH]c7ccccc76)c([H])n5)n4)cc4c3[nH]c3ccccc34)cc2C1,5ht1b,-9.3
[H]c1cc2c([nH]c3ccccc32)c(-c2cc([H])c(-c3nc(-c4nc([H])cc5c4[nH]c4ccccc45)cc4c3[nH]c3ccccc34)c(Br)c2)n1,5ht1b,-11.6
[H]c1nc(C2CC3CCC(C2)N3CC(=O)C(C)(C)C)cc2c1[nH]c1ccccc12,5ht1b,-10.5
[H]C(=O)C([H])C([H])c1nc(-c2nc(-c3cc4c([nH]c5ccccc54)c([H])n3)cc3c2[nH]c2ccccc23)cc2c1[nH]c1ccccc12,5ht1b,-11.6
[H]C(=O)SC(CC(=O)O)C(=O)N1CCC2(CC1)C(=O)NCN2[H],5ht1b,-7
[H]SC(=S)N1CCN(S(=O)(=O)c2ccc3c(c2)CCCN3CCN)CC1,5ht1b,-7.8
[H]c1cc2c([nH]c3ccccc32)c(-c2nc(C3C4=C(CCC4=O)N(c4cc5c([nH]c6ccccc65)c([H])n4)C(=O)N3C)cc3c2[nH]c2ccccc23)n1,5ht1b,-7.8
[H]c1nc(-c2cc3c([nH]c4ccccc43)c(-c3cc4c([nH]c5ccccc54)c(-c4cccc(Cl)c4)n3)n2)cc2c1[nH]c1ccccc12,5ht1b,-11
[H]c1cc2c([nH]c3ccccc32)c(SCc2nc(-c3nc([H])cc4c3[nH]c3ccccc34)cc3c2[nH]c2ccccc23)n1,5ht1b,-13.6
O=c1ccc(N2Cc3ccncc3C2)n[nH]1,5ht1b,-8
[H]c1cc2c([nH]c3ccccc32)c(-c2c(F)cc(-c3cc4c([nH]c5ccccc54)c(-c4nc([H])cc5c4[nH]c4ccccc45)n3)cc2F)n1,5ht1b,-12.2
[H]c1nc(-c2ccc(F)c3c2CN(C(C)CCCN)CC3)cc2c1[nH]c1ccccc12,5ht1b,-10.7
[H]C1OC(c2cc3c([nH]c4ccccc43)c([H])n2)C([H])C(c2cc3c([nH]c4ccccc43)c([H])n2)C1c1cc2c([nH]c3ccccc32)c([H])n1,5ht1b,-12.3
[H]c1nc(-c2nc(-c3cc4c([nH]c5ccccc54)c(-n4nccn4)n3)cc3c2[nH]c2ccccc23)cc2c1[nH]c1ccccc12,5ht1b,-11.9
[H]c1cc2c([nH]c3ccccc32)c(-c2nc(C3CCN(C(=S)Nc4cc5c([nH]c6ccccc65)c([H])n4)CC3)cc3c2[nH]c2ccccc23)n1,5ht1b,-11
O=C1NC(=O)C(=Cc2cccc(Br)c2)S1,5ht1b,-8.2
[H]C(C)Cc1nc(-c2nc(-c3nc([H])cc4c3[nH]c3ccccc34)cc3c2[nH]c2ccccc23)cc2c1[nH]c1ccccc12,5ht1b,-14.1
[H]c1nc(-c2nc(-c3nc(C(F)(C(F)(F)F)C(F)(F)F)cc4c3[nH]c3ccccc34)cc3c2[nH]c2ccccc23)cc2c1[nH]c1ccccc12,5ht1b,-12.7
[H]c1nc(-c2cc3ccccc3cc2-c2cc3c([nH]c4ccccc43)c(-c3cc4c([nH]c5ccccc54)c([H])n3)n2)cc2c1[nH]c1ccccc12,5ht1b,-12.9
[H]c1cc2c([nH]c3ccccc32)c(-c2ccc3c(c2)CCC(C)N3S(=O)(=O)c2ccc(C)cc2C)n1,5ht1b,-13.2
[H]c1cc2c([nH]c3ccccc32)c(-c2nc(-c3nc(-c4nnnn4C)cc4c3[nH]c3ccccc34)cc3c2[nH]c2ccccc23)n1,5ht1b,-14.1
[H]CC1c2cc([H])ccc2CCC1c1c([H])ccc(C=Cc2ccc([N+](=O)[O-])o2)c1[H],5ht1b,-11.1
[H]c1nc(-c2cc3c([nH]c4ccccc43)c(-c3cc4c([nH]c5ccccc54)c(C4CCCCO4)n3)n2)cc2c1[nH]c1ccccc12,5ht1b,-10.3
[H]S(=O)(=O)c1ccc2c(c1)CC(C)N2c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(-c3nc([H])cc4c3[nH]c3ccccc34)n2)n1,5ht1b,-7.2
[H]c1nc(-c2cc3c([nH]c4ccccc43)c(-c3nc(-c4c(F)cccc4F)cc4c3[nH]c3ccccc34)n2)cc2c1[nH]c1ccccc12,5ht1b,-14.6
[H]c1cc2c([nH]c3ccccc32)c(-c2nc(-c3nc(N4C(=O)c5ccccc5S4(=O)=O)cc4c3[nH]c3ccccc34)cc3c2[nH]c2ccccc23)n1,5ht1b,-12.4
[H]S(=O)(=O)c1n[nH]c(=NC(=O)c2cc3c([nH]c4ccccc43)c(-c3cc4c([nH]c5ccccc54)c(-c4c([H])oc5ccc([H])cc45)n3)n2)s1,5ht1b,-11.4
[H]c1nc(-c2cc3c([nH]c4ccccc43)c(-c3nc(N4CC5CC4CO5)cc4c3[nH]c3ccccc34)n2)cc2c1[nH]c1ccccc12,5ht1b,-12.8
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(-c3nc(C4CCC5C6CC=C7CC(O)CCC7(C)C6CCC45C)cc4c3[nH]c3ccccc34)n2)n1,5ht1b,-11.4
[H]c1nc(-c2nc(-c3cc4c([nH]c5ccccc54)c(-c4cccc5cnccc45)n3)cc3c2[nH]c2ccccc23)cc2c1[nH]c1ccccc12,5ht1b,-10.7
[H]c1nc(C2C3CN(C(=O)C(N)CC(C)C)CC32)cc2c1[nH]c1ccccc12,5ht1b,-9.4
[H]S(=O)(=O)c1ccccc1-c1cn(-c2cn(-c3nc([H])cc4c3[nH]c3ccccc34)c3ccccc3c2=O)c2ccccc2c1=O,5ht1b,-13.2
[H]c1cc2c([nH]c3ccccc32)c(-c2nc(N3CCC4(CC3)CC(c3nc([H])cc5c3[nH]c3ccccc35)CO4)cc3c2[nH]c2ccccc23)n1,5ht1b,-5.3
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(-c3cc4c([nH]c5ccccc54)c(-c4cc(C)c5cc([H])ccc5n4)n3)n2)n1,5ht1b,-13
[H]c1nc(-c2cc3c([nH]c4ccccc43)c(-c3nc(-c4ccc(Cl)cc4Cl)cc4c3[nH]c3ccccc34)n2)cc2c1[nH]c1ccccc12,5ht1b,-15.5
[H]c1nc(-c2nn(-c3cc4c([nH]c5ccccc54)c([H])n3)c(=O)n2-c2cc3c([nH]c4ccccc43)c([H])n2)cc2c1[nH]c1ccccc12,5ht1b,-8.5
[H]S(=O)(=O)c1ccc(O)c(-c2cc3c([nH]c4ccccc43)c(-c3cc4c([nH]c5ccccc54)c(-c4cc5c([nH]c6ccccc65)c([H])n4)n3)n2)c1,5ht1b,-13.7
[H]c1nc(-c2c(Cl)cc([H])cc2-c2cc3c([nH]c4ccccc43)c(-c3cc4c([nH]c5ccccc54)c([H])n3)n2)cc2c1[nH]c1ccccc12,5ht1b,-13.7
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(N3CCC4(CCN(c5cc6c([nH]c7ccccc76)c([H])n5)C4)CC3)n2)n1,5ht1b,-5.5
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(-n3cc(-c4ccc(Cl)s4)c(=O)c4ccccc43)n2)n1,5ht1b,-14.9
[H]c1nc(-c2cc3c([nH]c4ccccc43)c(-c3cc4c([nH]c5ccccc54)c(N4CCCc5ccccc54)n3)n2)cc2c1[nH]c1ccccc12,5ht1b,-11.4
[H]c1cc2c([nH]c3ccccc32)c(-c2ccc3c(c2)CCC(C)N3S(=O)(=O)c2c(F)cccc2F)n1,5ht1b,-13.1
[H]c1cc2c([nH]c3ccccc32)c(N2CCC(C#N)(c3cc4c([nH]c5ccccc54)c(-c4cc5c([nH]c6ccccc65)c([H])n4)n3)CC2)n1,5ht1b,-12.9
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(-c3cc4c([nH]c5ccccc54)c(-c4cccc([N+](=O)[O-])c4)n3)n2)n1,5ht1b,-13.7
[H]=C1C(=O)NN(c2nc(-c3cc4c([nH]c5ccccc54)c(-c4cc5c([nH]c6ccccc65)c([H])n4)n3)cc3c2[nH]c2ccccc23)C1=O,5ht1b,-9.2
[H]c1nc(-c2nc(-c3nc(-n4ccc5ccccc54)cc4c3[nH]c3ccccc34)cc3c2[nH]c2ccccc23)cc2c1[nH]c1ccccc12,5ht1b,-9.5
[H]c1cc2c([nH]c3ccccc32)c(-c2nc(-c3nc(-c4ccccc4[N+](=O)[O-])cc4c3[nH]c3ccccc34)cc3c2[nH]c2ccccc23)n1,5ht1b,-14.3
[H]c1cc2c([nH]c3ccccc32)c(-c2nc(-n3[nH]c(=NC(O)c4nc([H])cc5c4[nH]c4ccccc45)cc3[H])cc3c2[nH]c2ccccc23)n1,5ht1b,-13.5
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(-c3nc(C)nn3-c3cccc4c3CCCC4)n2)n1,5ht1b,-12.7
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(C(N)c3cc4c([nH]c5ccccc54)c([H])n3)n2)n1,5ht1b,-13.5
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(-c3cccc(-c4cc5c([nH]c6ccccc65)c([H])n4)c3)n2)n1,5ht1b,-12.6
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(-c3cc4c([nH]c5ccccc54)c(-c4coc5ccccc45)n3)n2)n1,5ht1b,-14.5
CN(C)S(=O)(=O)NCCF,5ht1b,-4.5
[H]c1cc2c([nH]c3ccccc32)c(-c2nc(-c3cc4c([nH]c5ccccc54)c(-c4c[nH]c5ccc(Br)cc45)n3)cc3c2[nH]c2ccccc23)n1,5ht1b,-12.8
[H]c1cnc2c(-c3nc(-c4cc[nH]c(=N)c4)cc4c3[nH]c3ccccc34)cc(-c3[nH]c4ccccc4c3[H])cn12,5ht1b,-13.3
[H]S(=O)(=O)c1ccc(-c2nc(-c3nc(-c4nc([H])cc5c4[nH]c4ccccc45)cc4c3[nH]c3ccccc34)cc3c2[nH]c2ccccc23)c(Cl)c1,5ht1b,-12.8
[H]S(=O)(=O)c1cc(Cl)ccc1-c1cc2c([nH]c3ccccc32)c(-c2nc(-c3cc4c([nH]c5ccccc54)c([H])n3)cc3c2[nH]c2ccccc23)n1,5ht1b,-15
[H]c1nc(-c2cc3c([nH]c4ccccc43)c(-c3nc(C4CC([H])CN4)cc4c3[nH]c3ccccc34)n2)cc2c1[nH]c1ccccc12,5ht1b,-14.2
[H]c1cc2c([nH]c3ccccc32)c(N2CC3(CCN(c4nc(-c5cc6c([nH]c7ccccc76)c([H])n5)cc5c4[nH]c4ccccc45)CC3)C2)n1,5ht1b,-9.9
[H]c1cc2c([nH]c3ccccc32)c(-c2nc(C)ccc2C(=NO)Nc2nc(-c3cc4c([nH]c5ccccc54)c([H])n3)cc3c2[nH]c2ccccc23)n1,5ht1b,-12.6
[H]c1cc2c([nH]c3ccccc32)c(-c2ccc(-c3nc(-c4cc5c([nH]c6ccccc65)c([H])n4)cc4c3[nH]c3ccccc34)c(F)c2[H])n1,5ht1b,-9.8
[H]c1cc2c([nH]c3ccccc32)c(-c2nc(-c3nc(CCCO)cc4c3[nH]c3ccccc34)cc3c2[nH]c2ccccc23)n1,5ht1b,-13.3
[H]c1cc2c([nH]c3ccccc32)c(-c2nc(-c3nc(CCCCC)cc4c3[nH]c3ccccc34)cc3c2[nH]c2ccccc23)n1,5ht1b,-13.6
[H]c1nc(-c2cn3c(n2)CN(S(=O)(=O)c2ccc(C#N)cc2)CC3)cc2c1[nH]c1ccccc12,5ht1b,-11
[H]S(=O)(=O)c1ccc2c(ccn2-c2cc3c([nH]c4ccccc43)c(-c3cc4c([nH]c5ccccc54)c(-c4nc([H])cc5c4[nH]c4ccccc45)n3)n2)c1,5ht1b,-8.6
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(-c3nc(C(=O)C(F)(F)F)cc4c3[nH]c3ccccc34)n2)n1,5ht1b,-14.6
[H]c1cc2c([nH]c3ccccc32)c(-c2nc(-c3nc(C4CCCN(C)C4)cc4c3[nH]c3ccccc34)cc3c2[nH]c2ccccc23)n1,5ht1b,-14.9
[H]c1cc2c([nH]c3ccccc32)c(-n2[nH]c(-c3cc4c([nH]c5ccccc54)c([H])n3)cc2=NC(=O)c2cc3c([nH]c4ccccc43)c([H])n2)n1,5ht1b,-10.3
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3c([nH]c4ccccc43)c(-c3nc(C4CCC(N)CC4)cc4c3[nH]c3ccccc34)n2)n1,5ht1b,-15
[H]CCCCCc1nc(-c2nc(-c3cn([H])c4ccccc4c3=O)cc3c2[nH]c2ccccc23)cc2c1[nH]c1ccccc12,5ht1b,-11.6
[H]c1cc2c([nH]c3ccccc32)c(-c2cnc3c(c2)CCCN3S(=O)(=O)c2cccc(Cl)c2)n1,5ht1b,-12
[H]c1nc(-c2ccc(F)c(-c3cc4c([nH]c5ccccc54)c(-c4cc5c([nH]c6ccccc65)c([H])n4)n3)c2F)cc2c1[nH]c1ccccc12,5ht1b,-15.3
[H]c1cc2c([nH]c3ccccc32)c(-c2nc(N3C(=O)c4ccc(-n5cc([H])c6ccccc65)cc4C3=O)cc3c2[nH]c2ccccc23)n1,5ht1b,-5.2
[H]c1nc(-c2nc(-c3cc4c([nH]c5ccccc54)c(C4CCCCCC4)n3)cc3c2[nH]c2ccccc23)cc2c1[nH]c1ccccc12,5ht1b,-11.3
[H]c1nc(-c2nc(-c3cc(-c4cc5c([nH]c6ccccc65)c([H])n4)c4ncc([H])n4c3)cc3c2[nH]c2ccccc23)cc2c1[nH]c1ccccc12,5ht1b,-12.5
[H]=Cc1cc([H])c([H])c(-c2nc(-c3cc4c([nH]c5ccccc54)c(-c4nc([H])cc5c4[nH]c4ccccc45)n3)cc3c2[nH]c2ccccc23)c1,5ht1b,-11.5
[H]c1ccc2cc(=NC(=O)c3ccc(F)c4c3CN(C(=O)CC(=O)O)CC4)[nH]cc2c1,5ht1b,-10.7
[H]CC1c2cc(-c3cc4c([nH]c5ccccc54)c(-c4nc5cc([H])ccc5o4)n3)ccc2CCC1c1cc2c([nH]c3ccccc32)c([H])n1,5ht1b,-7
[H]CC(=O)N1CCC(C)(c2nc([H])cc3c2[nH]c2ccccc23)C1,5ht1b,-9.7
